0,2.0295112133,75.0
0,2.07939887047,75.0
0,2.18253040314,100.0
0,2.43800234795,100.0
0,2.19444704056,100.0
0,2.03632307053,50.0
0,2.3737912178,100.0
0,2.2704000473,75.0
0,1.89827084541,75.0
0,1.9854143858,100.0
0,1.72359621525,50.0
0,2.22844529152,100.0
0,2.027384758,75.0
0,1.88069987297,75.0
0,1.99735462666,100.0
0,2.30546212196,100.0
0,2.46642994881,100.0
0,2.25520730019,100.0
0,1.70689535141,75.0
0,2.26723623276,100.0
0,2.48970556259,100.0
0,1.89796638489,75.0
0,2.11244440079,75.0
0,1.72625136375,75.0
0,2.15198612213,75.0
0,2.12154746056,75.0
0,2.56867337227,100.0
0,2.14083099365,100.0
0,2.39108729362,100.0
0,2.06574201584,50.0
0,2.38216352463,100.0
0,2.23986768723,100.0
0,2.63340473175,100.0
0,2.30105781555,100.0
0,2.11709141731,75.0
0,1.97074580193,50.0
0,2.5289645195,100.0
0,2.10363149643,100.0
0,2.54387617111,100.0
0,2.22478199005,100.0
0,2.20445609093,100.0
0,2.30623960495,100.0
0,1.98785710335,75.0
0,2.07164716721,75.0
0,1.97162950039,75.0
0,1.6042406559,25.0
0,2.12278318405,100.0
0,1.68626308441,50.0
0,1.91458642483,100.0
0,1.82382082939,50.0
0,2.05827379227,75.0
0,1.95205783844,100.0
0,2.153195858,100.0
0,1.99806261063,75.0
0,2.15580224991,100.0
0,2.45662069321,75.0
0,2.17864990234,75.0
0,1.95387983322,75.0
0,2.43061327934,100.0
0,2.03653049469,75.0
0,1.7793507576,75.0
0,2.1976442337,75.0
0,1.784719944,75.0
0,2.30633211136,100.0
0,2.45765209198,100.0
0,2.24803757668,75.0
0,2.23558568954,75.0
0,2.47292137146,100.0
0,1.85993897915,25.0
0,2.15005850792,75.0
0,2.08767938614,100.0
0,2.04123020172,100.0
0,2.26617503166,100.0
0,1.9058573246,50.0
0,2.01012444496,100.0
0,1.81449091434,75.0
0,1.78681838512,50.0
0,2.57623004913,100.0
0,2.27281451225,100.0
0,1.66845345497,25.0
0,2.26735639572,75.0
0,1.94858312607,100.0
0,1.91350483894,100.0
0,1.94871997833,75.0
0,1.76090717316,25.0
0,1.82326245308,50.0
0,2.14755105972,75.0
0,2.18853330612,100.0
0,1.91357457638,50.0
0,2.30063676834,100.0
0,2.06106185913,100.0
0,2.15024375916,100.0
0,2.23755025864,100.0
0,1.91376245022,75.0
0,1.93645584583,100.0
0,2.03053450584,100.0
0,2.27879500389,75.0
0,2.16435432434,100.0
0,2.19007134438,100.0
0,1.91560649872,75.0
0,2.3197414875,100.0
0,2.58439588547,100.0
0,2.20105409622,100.0
0,1.92329406738,75.0
0,1.76686620712,75.0
0,1.93005180359,75.0
0,1.85199952126,50.0
0,1.85919511318,75.0
0,1.9829518795,50.0
0,1.80211937428,50.0
0,2.03435826302,75.0
0,2.30283069611,100.0
0,1.90168809891,75.0
0,2.46885275841,100.0
0,2.0046646595,100.0
0,1.64103043079,50.0
0,2.38189888,75.0
0,2.02138638496,100.0
0,1.87213861942,75.0
0,2.20758581161,75.0
0,1.78453791142,75.0
0,2.15312433243,75.0
0,1.79476630688,75.0
0,1.95816767216,75.0
0,2.06821250916,100.0
0,1.80049979687,75.0
0,1.88062524796,100.0
0,2.13461351395,75.0
0,2.48998880386,100.0
0,1.78186190128,100.0
0,2.00450611115,100.0
0,1.78535819054,75.0
0,1.93516600132,100.0
0,1.42531752586,50.0
0,1.49718546867,0.0
